flag,cst_unn_id,bas_inf,act,zx
0,30754250,15,25,115
0,41294378,5,25,-15
0,37890788,15,-3,120
0,40270638,27,25,55
0,34352726,8,25,90
0,37980724,1,7,75
0,40089574,30,12,105
0,30028938,13,10,45
0,39358269,16,22,110
0,37987625,11,10,20
0,35280984,10,7,120
0,40171620,18,10,55
0,34137375,11,22,115
0,42101546,1,10,45
0,35884491,12,17,55
0,35727973,15,12,115
0,35853810,22,15,115
0,35184980,11,-3,120
0,36600966,10,7,120
0,33628178,0,17,110
0,37639215,10,22,115
0,41724925,35,22,115
0,41160921,31,23,30
0,43121968,10,7,110
0,30800562,20,7,60
0,32893548,8,2,110
0,33681162,13,22,95
0,37721008,25,22,45
0,39300443,25,20,70
0,43481291,5,10,-15
0,41108297,38,25,115
0,37898159,16,22,110
0,41827539,10,12,105
0,30393333,12,12,40
0,33484957,10,12,110
0,35776221,1,2,120
0,34320030,8,12,105
0,41017864,10,22,105
0,35418039,10,27,105
0,40902165,20,7,-20
0,33554225,3,22,120
0,41287085,5,25,90
0,33475025,10,17,90
0,34080677,10,-3,115
0,35089974,13,17,115
0,36669841,10,10,80
0,38376257,20,2,15
0,43122009,15,12,80
0,32382979,8,22,120
0,39479195,10,10,30
0,37914499,18,25,55
0,41152588,5,-3,80
0,35820693,10,15,65
0,34374377,20,7,65
0,42364898,6,15,40
0,37863110,10,7,90
0,32176987,8,22,115
0,41654917,15,20,35
0,40702963,10,22,50
0,36740119,20,2,25
0,40429306,15,12,115
0,37623629,15,22,105
0,43975737,15,12,10
0,39061297,40,22,95
0,34160513,8,27,120
0,39201685,48,25,-35
0,43903553,21,7,70
0,35876921,15,20,50
0,30387647,15,22,120
0,40273493,35,15,30
0,35515751,20,12,60
0,42306447,27,23,-10
0,37372776,15,25,75
0,36792735,26,17,110
0,41896638,13,22,120
0,37632367,13,2,95
0,37844326,6,22,80
0,35620137,8,2,80
0,40439449,25,2,105
0,40977393,15,-3,70
0,41159217,13,12,105
0,43994423,10,23,5
0,37821286,10,15,70
0,39438440,45,22,110
0,36607189,5,-3,115
0,32287200,8,23,80
0,37717537,6,12,25
0,35089241,11,12,115
0,30425615,10,22,110
0,32247691,28,-5,25
0,31997863,10,12,115
0,31237848,10,22,115
0,34152180,50,7,85
0,37607820,15,12,115
0,32965075,0,22,95
0,33961328,30,22,115
0,36182899,10,17,105
0,41713323,1,22,55
0,30847064,8,17,100
0,40282668,25,17,115
0,40484515,35,12,55
0,30266596,10,2,110
0,30266596,10,2,110
0,35520417,15,20,110
0,36995429,5,15,40
0,31001604,13,12,120
0,31618097,47,5,70
0,37478244,20,22,90
0,38927549,26,27,110
0,31739613,40,7,120
0,30950808,25,5,95
0,33952054,5,25,40
0,38477199,6,2,-10
0,34147136,8,20,45
0,36055828,13,2,85
0,32043991,10,7,110
0,40782853,6,2,95
0,38289682,43,22,120
0,34024322,15,7,35
0,35891877,10,22,110
0,36668995,3,22,105
0,41956915,10,5,-40
0,33427375,8,12,115
0,37736259,15,22,105
0,37856699,21,25,-5
0,39683994,25,25,55
0,43821122,15,12,-25
0,41379079,15,-3,110
0,36957714,10,22,105
0,33990682,8,17,110
0,43109171,10,7,40
0,35934932,10,27,105
0,34949425,17,5,-20
0,40821097,8,10,20
0,35015739,15,7,105
0,36452254,20,22,115
0,37275381,8,22,90
0,39010254,13,22,110
0,35757891,10,-8,105
0,37831517,11,22,110
0,37531033,10,7,95
0,38990419,10,7,90
0,37413566,17,23,-25
0,34238584,5,12,40
0,40151770,0,10,5
0,43849445,21,7,55
0,37864845,10,2,-20
0,40408612,20,12,105
0,33646249,10,2,120
0,30618760,10,-3,115
0,41117649,33,12,95
0,35407925,16,22,115
0,41325837,0,12,95
0,41575443,15,12,95
0,37855539,10,2,80
0,40999347,33,17,55
0,34194961,35,32,55
0,33507775,13,12,110
0,36952587,10,22,65
0,40436611,10,17,50
0,37352708,20,7,110
0,35755569,20,12,100
0,37231199,15,10,30
0,33914386,10,15,40
0,34351803,8,22,95
0,34004079,33,12,110
0,39409215,40,27,95
0,36857556,15,28,-5
0,39260225,13,7,15
0,32541794,5,22,115
0,32549847,10,17,85
0,39106133,35,7,115
0,33976860,16,25,35
0,39036700,12,20,100
0,34480283,8,22,115
0,43779367,10,15,15
0,39147989,10,17,45
0,32048757,28,22,105
0,32234525,10,7,25
0,38576047,8,15,25
0,41425234,38,7,-20
0,41380351,3,12,120
0,35219148,10,15,90
0,30771757,28,7,90
0,35218969,10,7,105
0,35042298,15,27,110
0,32362720,10,22,95
0,32362720,10,22,95
0,30808270,30,22,115
0,33851257,15,17,65
0,41132946,38,22,55
0,39598042,7,7,100
0,30398041,15,10,25
0,34193960,10,12,105
0,35776816,10,7,80
0,37131378,30,25,-30
0,41264301,15,20,55
0,37138131,15,17,45
0,40085479,10,10,115
0,39429232,30,12,120
0,30694768,30,2,110
0,40586419,15,12,90
0,34147352,15,12,70
0,35113592,15,22,65
0,37839677,15,20,105
0,35605220,15,7,100
0,33445312,23,35,40
0,34186706,11,-3,30
0,39578469,15,22,105
0,35851056,10,22,105
0,35835829,15,22,105
0,37820913,35,17,105
0,30878607,15,27,115
0,40888503,5,12,55
0,38081789,15,22,105
0,35863364,20,12,75
0,32040319,8,17,110
0,35974483,8,22,45
0,42268306,15,25,65
0,40998832,35,12,105
0,43098563,20,27,105
0,35292840,5,22,80
0,41349512,15,22,105
0,37269356,25,22,115
0,37514876,10,17,90
0,34201023,30,17,105
0,30936358,8,22,110
0,33743005,10,22,95
0,38558516,10,22,95
0,39437023,23,25,55
0,41004020,15,12,115
0,32964871,10,25,115
0,41573545,15,-5,55
0,33829145,31,7,15
0,41461654,15,13,-80
0,32454929,20,12,120
0,36836837,6,12,85
0,34544349,6,15,75
0,36749717,10,7,10
0,40950878,10,0,-45
0,35929139,10,22,115
0,35557034,13,22,115
0,39380485,5,12,110
0,39755572,6,5,5
0,32211857,8,22,110
0,40806232,8,10,-35
0,41103483,-5,22,115
0,32945476,8,12,105
0,34009561,12,2,75
0,33782538,40,15,55
0,34386573,5,17,75
0,36041900,8,12,115
0,40845897,16,2,110
0,37863170,15,22,115
0,41104111,28,22,85
0,34078177,16,22,115
0,32512335,8,12,105
0,39155933,30,15,100
0,37114482,36,28,25
0,40498230,7,20,25
0,33410894,0,22,110
0,38614204,11,15,-10
0,35781943,13,22,105
0,37854896,-2,12,50
0,33564678,13,12,120
0,31836193,5,15,105
0,37515982,20,22,100
0,39041849,13,22,105
0,30680450,10,17,105
0,35618647,13,12,105
0,30742415,8,22,105
0,37848569,35,25,50
0,38025217,10,12,115
0,39422503,1,22,85
0,40778671,20,10,-35
0,34345788,18,22,90
0,40433628,18,22,120
0,40753885,26,7,65
0,33709785,50,22,100
0,39662165,45,-10,25
0,32927894,8,7,100
0,34293164,17,22,105
0,35910200,20,10,120
0,34993121,25,7,70
0,32550450,13,17,110
0,32602461,10,12,115
0,32150814,11,22,75
0,37631118,35,7,75
0,35936563,15,22,105
0,41095216,16,12,115
0,35018753,15,23,0
0,41103612,25,17,75
0,41448052,20,20,75
0,35117573,5,12,120
0,33533573,30,0,75
0,39496917,15,15,-65
0,40778527,20,17,80
0,35797444,15,22,110
0,35797444,15,22,110
0,35492235,15,7,80
0,40669767,10,22,20
0,41117676,41,22,75
0,35117415,5,-3,55
0,37479915,15,-3,100
0,33799262,38,30,65
0,35745915,10,7,115
0,44005885,3,12,60
0,40895823,13,22,110
0,40629486,25,7,100
0,31875559,27,20,75
0,40792017,10,2,80
0,40902988,25,12,85
0,40270683,20,10,-35
0,40563428,18,25,60
0,39536798,25,17,25
0,41099007,7,17,90
0,37621184,10,22,110
0,37649409,20,7,110
0,33847342,8,12,120
0,35728232,13,12,110
0,35936583,20,15,70
0,38881097,5,12,115
0,40450896,8,12,115
0,37717705,13,22,120
0,40990708,30,12,120
0,36343220,10,7,85
0,34598866,16,22,115
0,35739767,13,22,110
0,41415217,10,22,85
0,33457836,23,7,-55
0,40097700,11,22,115
0,32910740,15,17,110
0,39432667,30,27,95
0,36822694,13,22,120
0,32915923,15,22,80
0,33846413,30,2,35
0,39135782,35,12,50
0,37694650,21,7,35
0,34390283,16,22,105
0,39179399,6,12,65
0,36639744,13,17,105
0,43917644,5,15,-20
0,37721269,28,12,120
0,41106643,43,35,40
0,34672737,13,17,110
0,40273534,45,12,95
0,37605377,10,17,55
0,33580254,40,10,-25
0,37829191,10,22,75
0,33744173,10,22,105
0,40458306,20,2,55
0,39123321,50,22,-15
0,35789400,15,12,105
0,41096509,40,30,25
0,38034439,10,25,55
0,37628425,15,22,55
0,34901363,15,-3,120
0,39698974,20,22,55
0,36431776,8,7,110
0,41127055,33,25,105
0,34269912,8,10,-10
0,35748494,15,17,115
0,39705972,20,2,10
0,39954627,15,0,105
0,38230327,33,22,105
0,33833949,40,10,-35
0,37829650,10,7,110
0,37194204,10,7,50
0,40626381,30,22,105
0,32234640,8,22,105
0,37515732,5,-3,120
0,34316143,8,20,110
0,38791319,5,15,-10
0,30382691,15,22,110
0,37013859,8,12,120
0,34093865,10,10,-50
0,34222888,8,-3,120
0,40954850,15,27,105
0,36875934,10,7,105
0,35274440,10,10,105
0,41101495,32,15,-35
0,36810252,21,12,55
0,36685784,11,22,105
0,41348357,25,22,85
0,41869674,22,18,-25
0,32915957,10,15,35
0,36924805,8,22,90
0,33782295,25,12,105
